mass,                 radius
# M_earth             # R_earth
0.09852898874281814,  0.5072801798556199
0.12137058674460603,  0.5438948066576265
0.14831333727244947,  0.5782921681370141
0.18269625007310286,  0.6200323203441955
0.2361430024521311,   0.6666317554498359
0.3003690547117737,   0.7167374514876755
0.39451723047984816,  0.779250547158132
0.5307924958299237,   0.8663353710881285
0.7084364574792684,   0.939266186287086
1.0327290738743093,   1.0500484841382238
1.2319842302757846,   1.1164657321351346
1.5923942335685202,   1.213849508156443
2.1424435849176136,   1.3123640581466283
2.8366310538841084,   1.422846942736952
3.7257494063273247,   1.5426352744578677
4.972671489537699,    1.6585557134889675
6.5839000229866995,   1.7831919182857556
8.858129520085207,    1.933301167631138
11.177365763396141,   2.0555452874133535
